exp;video;cytokinesis;cut;x;y
EXP3;Control-7;126;140;195;300
EXP3;Control-7;136;146;920;430
EXP3;Control-7;140;152;1060;680
EXP3;Control-7;153;165;100;990
EXP3;Control-7;156;167;960;880
EXP3;Control-7;166;180;120;600
EXP3;Control-7;182;190;1230;1080
EXP3;Control-7;184;193;570;910
EXP3;Control-7;185;195;320;1040
EXP3;Control-7;195;208;700;260
EXP3;Control-7;197;209;330;77
EXP3;Control-7;198;212;550;1010
EXP3;Control-7;199;207;1150;820
EXP3;Control-7;203;219;560;250
EXP3;Control-7;203;214;760;500
EXP3;Control-7;205;216;1230;900
EXP3;Control-7;214;223;330;370
EXP3;Control-7;215;228;690;750
EXP3;Control-7;218;230;465;255
EXP3;Control-7;218;229;860;1020
EXP3;Control-7;223;239;537;723
EXP3;Control-7;226;238;1180;60
EXP3;Control-7;227;247;1140;710
EXP3;Control-7;234;248;1420;710
EXP3;Control-7;238;248;520;516
EXP3;Control-7;248;260;1320;390
EXP3;Control-7;253;262;830;540
EXP3;Control-7;260;269;1110;440
EXP3;Control-7;265;275;1390;510
EXP3;Control-7;266;278;170;230
EXP3;Control-7;266;276;990;580
EXP3;Control-6;8;25;1110;520
EXP3;Control-6;14;40;292;303
EXP3;Control-6;18;41;250;196
EXP3;Control-6;19;33;940;430
EXP3;Control-6;20;35;45;410
EXP3;Control-6;27;52;720;90
EXP3;Control-6;68;83;1400;680
EXP3;Control-6;91;103;1330;590
EXP3;Control-6;105;121;940;940
EXP3;Control-6;110;124;250;560
EXP3;Control-6;111;125;660;750
EXP3;Control-6;144;166;905;580
EXP3;Control-6;149;161;1140;800
EXP3;Control-6;156;166;1020;450
EXP3;Control-6;157;170;580;420
EXP3;Control-6;161;174;210;375
EXP3;Control-6;166;178;750;680
EXP3;Control-6;169;182;1100;350
EXP3;Control-6;177;188;915;412
EXP3;Control-6;198;212;555;30
EXP3;Control-6;199;229;510;265
EXP3;Control-6;206;218;670;440
EXP3;Control-6;210;221;1480;700
EXP3;Control-6;220;235;1360;700
EXP3;Control-6;229;242;580;670
EXP3;Control-6;233;245;990;920
EXP3;Control-6;237;248;900;1020
EXP3;Control-6;244;257;420;1040
EXP3;Control-6;246;258;360;720
EXP3;Control-6;270;280;1170;760
EXP3;Control-5;12;27;500;862
EXP3;Control-5;20;35;1147;798
EXP3;Control-5;27;47;801;834
EXP3;Control-5;92;107;1239;291
EXP3;Control-5;95;115;341;367
EXP3;Control-5;97;115;542;205
EXP3;Control-5;102;117;438;647
EXP3;Control-5;103;118;229;227
EXP3;Control-5;112;126;111;152
EXP3;Control-5;114;134;346;13
EXP3;Control-5;118;133;142;256
EXP3;Control-5;119;138;401;18
EXP3;Control-5;128;139;761;591
EXP3;Control-5;129;140;595;359
EXP3;Control-5;129;143;737;204
EXP3;Control-5;145;156;478;904
EXP3;Control-5;146;159;921;338
EXP3;Control-5;146;159;1084;733
EXP3;Control-5;188;201;791;731
EXP3;Control-5;194;211;1136;978
EXP3;Control-5;212;225;649;313
EXP3;Control-5;219;231;377;412
EXP3;Control-5;241;250;43;419
EXP3;Control-5;244;255;260;222
EXP3;Control-5;256;273;314;91
EXP3;Control-4;12;27;175;540
EXP3;Control-4;20;35;825;481
EXP3;Control-4;27;47;486;517
EXP3;Control-4;33;53;812;792
EXP3;Control-4;84;97;1456;1056
EXP3;Control-4;90;116;1447;865
EXP3;Control-4;101;118;118;331
EXP3;Control-4;127;139;444;273
EXP3;Control-4;129;139;273;40
EXP3;Control-4;145;156;158;585
EXP3;Control-4;146;159;764;416
EXP3;Control-4;156;170;348;942
EXP3;Control-4;171;186;874;957
EXP3;Control-4;174;186;976;765
EXP3;Control-4;188;201;474;410
EXP3;Control-4;194;211;817;652
EXP3;Control-4;219;230;55;91
EXP3;Control-3;35;51;696;962
EXP3;Control-3;33;53;325;64
EXP3;Control-3;37;48;494;602
EXP3;Control-3;62;74;581;338
EXP3;Control-3;67;82;1486;1036
EXP3;Control-3;77;86;893;873
EXP3;Control-3;85;97;971;327
EXP3;Control-3;87;96;1509;669
EXP3;Control-3;89;101;1343;273
EXP3;Control-3;91;115;962;139
EXP3;Control-3;104;118;623;595
EXP3;Control-3;171;185;392;228
EXP3;Control-3;174;186;494;37
EXP3;Control-3;200;210;1150;944
EXP3;Control-3;215;225;1000;936
EXP3;Control-3;220;229;1329;644
EXP3;Control-3;223;236;1041;397
EXP3;Control-3;247;260;1313;408
EXP3;Control-2;3;20;1164;312
EXP3;Control-2;49;64;1132;136
EXP3;Control-2;103;120;113;925
EXP3;Control-2;108;128;229;472
EXP3;Control-2;125;144;340;633
EXP3;Control-2;125;145;593;722
EXP3;Control-2;142;153;1188;651
EXP3;Control-2;145;157;669;545
EXP3;Control-2;150;163;1090;455
EXP3;Control-2;159;172;633;242
EXP3;Control-2;166;176;949;307
EXP3;Control-2;171;183;1441;480
EXP3;Control-2;173;187;967;177
EXP3;Control-2;175;192;1355;127
EXP3;Control-2;177;187;1157;34
EXP3;Control-2;192;206;1223;168
EXP3;Control-2;245;259;258;442
EXP3;Control-2;254;272;154;550
EXP3;Control-2;267;280;57;866
EXP3;Control-2;267;280;374;580
EXP3;Control-2;268;276;1114;572
EXP3;Control-1;3;19;1068;301
EXP3;Control-1;35;49;1292;454
EXP3;Control-1;55;67;421;883
EXP3;Control-1;56;66;571;707
EXP3;Control-1;78;89;189;690
EXP3;Control-1;78;91;411;494
EXP3;Control-1;90;115;45;77
EXP3;Control-1;104;114;134;310
EXP3;Control-1;111;121;133;495
EXP3;Control-1;147;159;1137;526
EXP3;Control-1;166;177;723;451
EXP3;Control-1;170;180;1244;218
EXP3;Control-1;173;185;1422;166
EXP3;Control-1;172;184;1503;496
EXP3;Control-1;175;186;1344;1005
EXP3;Control-1;178;185;620;768
EXP3;Control-1;195;207;366;846
EXP3;Control-1;202;213;867;723
EXP3;Control-1;206;218;417;354
EXP3;Control-1;213;224;146;197
EXP3;Control-1;217;226;435;634
EXP3;Control-1;222;232;143;696
EXP3;Control-1;230;241;246;686
EXP3;MICAL1-10;21;30;1288;390
EXP3;MICAL1-10;23;39;340;800
EXP3;MICAL1-10;24;33;1321;40
EXP3;MICAL1-10;27;61;956;740
EXP3;MICAL1-10;29;51;747;744
EXP3;MICAL1-10;39;51;941;64
EXP3;MICAL1-10;43;51;1085;460
EXP3;MICAL1-10;45;55;1506;520
EXP3;MICAL1-10;50;63;1450;231
EXP3;MICAL1-10;64;78;54;245
EXP3;MICAL1-10;71;92;600;375
EXP3;MICAL1-10;71;82;1460;970
EXP3;MICAL1-10;76;97;1279;1090
EXP3;MICAL1-10;94;108;263;305
EXP3;MICAL1-10;115;131;472;745
EXP3;MICAL1-10;119;131;859;940
EXP3;MICAL1-10;126;135;828;348
EXP3;MICAL1-10;127;140;126;930
EXP3;MICAL1-10;160;176;791;970
EXP3;MICAL1-10;168;183;630;643
EXP3;MICAL1-10;175;185;420;932
EXP3;MICAL1-10;185;201;460;545
EXP3;MICAL1-10;188;198;873;758
EXP3;MICAL1-10;189;196;1393;732
EXP3;MICAL1-10;190;198;1400;346
EXP3;MICAL1-10;194;209;867;531
EXP3;MICAL1-10;198;212;1242;415
EXP3;MICAL1-10;204;215;680;70
EXP3;MICAL1-10;207;218;1230;825
EXP3;MICAL1-10;207;226;40;680
EXP3;MICAL1-10;222;241;1310;235
EXP3;MICAL1-10;229;237;1412;573
EXP3;MICAL1-10;231;252;1271;47
EXP3;MICAL1-10;239;249;542;403
EXP3;MICAL1-10;239;254;1040;630
EXP3;MICAL1-10;241;250;200;305
EXP3;MICAL1-10;245;255;1552;642
EXP3;MICAL1-10;246;253;675;235
EXP3;MICAL1-10;258;271;913;854
EXP3;MICAL1-9;46;66;1268;310
EXP3;MICAL1-9;51;63;666;735
EXP3;MICAL1-9;64;81;115;892
EXP3;MICAL1-9;82;101;1353;942
EXP3;MICAL1-9;110;120;440;947
EXP3;MICAL1-9;114;133;1062;935
EXP3;MICAL1-9;140;156;533;590
EXP3;MICAL1-9;143;158;110;456
EXP3;MICAL1-9;147;160;488;298
EXP3;MICAL1-9;147;178;910;454
EXP3;MICAL1-9;148;159;256;314
EXP3;MICAL1-9;149;175;1044;94
EXP3;MICAL1-9;184;189;834;752
EXP3;MICAL1-9;187;192;557;700
EXP3;MICAL1-9;190;202;1271;915
EXP3;MICAL1-9;191;203;1154;270
EXP3;MICAL1-9;211;227;943;60
EXP3;MICAL1-9;221;238;252;765
EXP3;MICAL1-9;233;249;1355;584
EXP3;MICAL1-9;243;248;510;820
EXP3;MICAL1-8;30;42;917;388
EXP3;MICAL1-8;33;45;1036;57
EXP3;MICAL1-8;37;63;1370;394
EXP3;MICAL1-8;58;70;234;361
EXP3;MICAL1-8;98;113;1500;890
EXP3;MICAL1-8;132;143;145;1015
EXP3;MICAL1-8;132;156;448;210
EXP3;MICAL1-8;132;149;1266;329
EXP3;MICAL1-8;143;162;400;290
EXP3;MICAL1-8;145;161;1215;240
EXP3;MICAL1-8;176;192;1191;1077
EXP3;MICAL1-8;179;192;670;500
EXP3;MICAL1-8;182;189;860;334
EXP3;MICAL1-8;182;191;1044;286
EXP3;MICAL1-8;187;195;1417;763
EXP3;MICAL1-8;198;210;305;112
EXP3;MICAL1-8;211;222;866;445
EXP3;MICAL1-8;228;246;1255;102
EXP3;MICAL1-8;263;272;835;70
EXP3;MICAL1-8;265;274;261;864
EXP3;MICAL1-7;18;36;1127;336
EXP3;MICAL1-7;46;63;366;337
EXP3;MICAL1-7;49;58;633;287
EXP3;MICAL1-7;62;80;1595;732
EXP3;MICAL1-7;66;79;391;687
EXP3;MICAL1-7;69;79;104;964
EXP3;MICAL1-7;129;141;330;244
EXP3;MICAL1-7;192;207;1085;891
EXP3;MICAL1-7;192;204;1523;75
EXP3;MICAL1-7;198;211;496;254
EXP3;MICAL1-7;198;210;585;710
EXP3;MICAL1-7;200;217;967;576
EXP3;MICAL1-7;203;219;587;286
EXP3;MICAL1-7;206;222;322;811
EXP3;MICAL1-7;213;233;307;366
EXP3;MICAL1-7;221;235;97;970
EXP3;MICAL1-7;227;246;918;391
EXP3;MICAL1-7;239;256;985;675
EXP3;MICAL1-7;240;252;133;1040
EXP3;MICAL1-6;10;28;120;410
EXP3;MICAL1-6;29;45;245;330
EXP3;MICAL1-6;33;45;376;320
EXP3;MICAL1-6;34;48;755;306
EXP3;MICAL1-6;54;74;695;705
EXP3;MICAL1-6;73;86;764;90
EXP3;MICAL1-6;90;103;783;998
EXP3;MICAL1-6;101;111;1300;653
EXP3;MICAL1-6;155;172;34;504
EXP3;MICAL1-6;159;172;286;152
EXP3;MICAL1-6;160;173;453;996
EXP3;MICAL1-6;164;183;624;800
EXP3;MICAL1-6;190;200;840;530
EXP3;MICAL1-6;223;234;421;228
EXP3;MICAL1-6;227;247;1210;972
EXP3;MICAL1-6;246;257;1500;630
EXP3;MICAL1-5;15;48;671;492
EXP3;MICAL1-5;23;39;294;274
EXP3;MICAL1-5;59;78;1118;998
EXP3;MICAL1-5;81;90;426;866
EXP3;MICAL1-5;93;113;1151;356
EXP3;MICAL1-5;98;109;191;712
EXP3;MICAL1-5;123;145;1149;171
EXP3;MICAL1-5;124;144;1192;23
EXP3;MICAL1-5;129;144;1447;656
EXP3;MICAL1-5;157;185;791;154
EXP3;MICAL1-5;159;168;502;370
EXP3;MICAL1-5;159;167;921;626
EXP3;MICAL1-5;187;206;680;632
EXP3;MICAL1-5;201;224;78;285
EXP3;MICAL1-5;214;228;1220;916
EXP3;MICAL1-5;220;231;1310;614
EXP3;MICAL1-5;223;233;1040;200
EXP3;MICAL1-5;225;244;1165;1054
EXP3;MICAL1-5;229;255;605;1059
EXP3;MICAL1-5;244;262;522;73
EXP3;MICAL1-5;251;268;1340;152
EXP3;MICAL1-5;254;269;1436;469
EXP3;MICAL1-5;265;278;1563;823
EXP3;MICAL1-4;5;19;1270;785
EXP3;MICAL1-4;22;42;746;154
EXP3;MICAL1-4;23;34;553;125
EXP3;MICAL1-4;54;85;273;754
EXP3;MICAL1-4;61;77;166;693
EXP3;MICAL1-4;100;112;646;341
EXP3;MICAL1-4;105;117;70;429
EXP3;MICAL1-4;106;122;585;607
EXP3;MICAL1-4;109;125;161;249
EXP3;MICAL1-4;110;124;301;610
EXP3;MICAL1-4;110;122;1406;599
EXP3;MICAL1-4;138;153;905;832
EXP3;MICAL1-4;147;160;1202;396
EXP3;MICAL1-4;148;161;802;232
EXP3;MICAL1-4;156;172;720;890
EXP3;MICAL1-4;164;181;280;176
EXP3;MICAL1-4;170;187;538;417
EXP3;MICAL1-4;170;182;522;92
EXP3;MICAL1-4;194;207;1300;906
EXP3;MICAL1-4;195;208;1087;730
EXP3;MICAL1-4;227;240;496;679
EXP3;MICAL1-4;232;246;985;592
EXP3;MICAL1-4;243;250;821;543
EXP3;MICAL1-4;246;255;179;265
EXP3;MICAL1-4;249;264;1424;1026
EXP3;MICAL1-4;256;271;1378;667
EXP3;MICAL1-4;267;280;198;491
EXP3;MICAL1-4;269;280;388;609
EXP3;MICAL1-3;64;75;432;592
EXP3;MICAL1-3;65;85;1312;848
EXP3;MICAL1-3;68;83;902;320
EXP3;MICAL1-3;73;95;1312;536
EXP3;MICAL1-3;76;86;569;628
EXP3;MICAL1-3;78;92;1232;701
EXP3;MICAL1-3;83;108;1152;965
EXP3;MICAL1-3;86;107;1596;579
EXP3;MICAL1-3;94;110;1262;130
EXP3;MICAL1-3;105;114;934;567
EXP3;MICAL1-3;117;124;649;82
EXP3;MICAL1-3;127;136;545;283
EXP3;MICAL1-3;129;145;1323;324
EXP3;MICAL1-3;137;150;850;980
EXP3;MICAL1-3;192;204;1371;686
EXP3;MICAL1-3;193;209;1259;762
EXP3;MICAL1-3;196;213;1346;536
EXP3;MICAL1-3;199;218;1090;616
EXP3;MICAL1-3;207;218;1267;859
EXP3;MICAL1-3;208;220;979;919
EXP3;MICAL1-3;210;221;1027;434
EXP3;MICAL1-3;218;232;1127;1028
EXP3;MICAL1-3;220;244;1147;748
EXP3;MICAL1-3;225;234;803;349
EXP3;MICAL1-3;228;240;662;712
EXP3;MICAL1-3;230;243;1344;159
EXP3;MICAL1-3;245;255;486;606
EXP3;MICAL1-3;248;262;1532;579
EXP3;MICAL1-3;250;262;989;631
EXP3;MICAL1-3;259;270;244;515
EXP3;MICAL1-2;29;39;959;742
EXP3;MICAL1-2;36;51;117;112
EXP3;MICAL1-2;38;46;179;367
EXP3;MICAL1-2;58;66;521;905
EXP3;MICAL1-2;58;69;1240;919
EXP3;MICAL1-2;58;70;519;901
EXP3;MICAL1-2;81;95;136;836
EXP3;MICAL1-2;98;108;518;504
EXP3;MICAL1-2;104;113;854;544
EXP3;MICAL1-2;107;119;364;318
EXP3;MICAL1-2;117;138;290;968
EXP3;MICAL1-2;124;136;305;736
EXP3;MICAL1-2;156;169;873;669
EXP3;MICAL1-2;163;176;1202;1084
EXP3;MICAL1-2;181;190;252;385
EXP3;MICAL1-2;181;187;703;332
EXP3;MICAL1-2;181;189;1196;584
EXP3;MICAL1-2;191;203;97;131
EXP3;MICAL1-2;194;206;171;749
EXP3;MICAL1-2;194;201;190;613
EXP3;MICAL1-2;199;211;108;1070
EXP3;MICAL1-2;209;215;512;868
EXP3;MICAL1-2;209;217;1362;556
EXP3;MICAL1-2;209;215;514;864
EXP3;MICAL1-2;222;229;638;590
EXP3;MICAL1-2;224;230;554;61
EXP3;MICAL1-2;241;248;236;317
EXP3;MICAL1-2;241;250;446;291
EXP3;MICAL1-1;31;59;834;219
EXP3;MICAL1-1;33;48;1477;224
EXP3;MICAL1-1;36;58;656;466
EXP3;MICAL1-1;44;54;984;229
EXP3;MICAL1-1;61;85;397;344
EXP3;MICAL1-1;62;81;1130;539
EXP3;MICAL1-1;88;114;603;802
EXP3;MICAL1-1;115;125;1473;1028
EXP3;MICAL1-1;127;139;1084;900
EXP3;MICAL1-1;149;157;1071;1009
EXP3;MICAL1-1;168;181;674;486
EXP3;MICAL1-1;171;183;1255;925
EXP3;MICAL1-1;173;190;1461;337
EXP3;MICAL1-1;175;195;195;322
EXP3;MICAL1-1;184;193;74;128
EXP3;MICAL1-1;187;198;518;312
EXP3;MICAL1-1;190;198;388;806
EXP3;MICAL1-1;189;200;689;176
EXP3;MICAL1-1;191;203;1028;503
EXP3;MICAL1-1;201;231;256;763
EXP3;MICAL1-1;209;218;380;1041
EXP3;MICAL1-1;213;228;695;770
EXP3;MICAL1-1;214;226;612;868
EXP3;CEP55-10;7;26;1221;990
EXP3;CEP55-10;25;59;157;500
EXP3;CEP55-10;32;68;745;601
EXP3;CEP55-10;38;78;1127;253
EXP3;CEP55-10;53;87;343;553
EXP3;CEP55-10;69;110;1330;486
EXP3;CEP55-10;80;203;135;1008
EXP3;CEP55-10;146;166;989;651
EXP3;CEP55-10;162;173;308;603
EXP3;CEP55-10;184;215;570;640
EXP3;CEP55-10;185;214;1237;210
EXP3;CEP55-10;191;242;785;450
EXP3;CEP55-10;192;210;380;415
EXP3;CEP55-10;200;236;1594;620
EXP3;CEP55-10;210;237;816;560
EXP3;CEP55-10;219;234;320;653
EXP3;CEP55-10;223;252;280;966
EXP3;CEP55-9;59;117;633;662
EXP3;CEP55-9;64;104;970;800
EXP3;CEP55-9;82;107;1380;370
EXP3;CEP55-9;85;103;850;172
EXP3;CEP55-9;87;196;1144;50
EXP3;CEP55-9;131;228;690;970
EXP3;CEP55-9;155;254;1556;55
EXP3;CEP55-9;157;257;25;540
EXP3;CEP55-9;181;225;920;705
EXP3;CEP55-9;184;216;1147;775
EXP3;CEP55-9;187;225;746;720
EXP3;CEP55-9;192;218;595;566
EXP3;CEP55-9;206;228;1116;96
EXP3;CEP55-8;31;47;320;444
EXP3;CEP55-8;32;93;555;422
EXP3;CEP55-8;38;77;810;90
EXP3;CEP55-8;53;101;140;450
EXP3;CEP55-8;68;77;1415;830
EXP3;CEP55-8;83;116;100;206
EXP3;CEP55-8;177;191;556;224
EXP3;CEP55-8;180;203;820;120
EXP3;CEP55-8;188;201;165;560
EXP3;CEP55-8;196;231;720;846
EXP3;CEP55-8;203;223;30;400
EXP3;CEP55-8;211;229;277;516
EXP3;CEP55-8;212;228;60;1015
EXP3;CEP55-8;218;278;523;941
EXP3;CEP55-8;223;258;510;496
EXP3;CEP55-8;231;272;307;292
EXP3;CEP55-8;242;255;180;158
EXP3;CEP55-7;9;42;515;697
EXP3;CEP55-7;12;67;407;560
EXP3;CEP55-7;39;69;1023;834
EXP3;CEP55-7;88;97;662;300
EXP3;CEP55-7;113;193;782;1000
EXP3;CEP55-7;162;190;1342;1034
EXP3;CEP55-7;167;188;727;873
EXP3;CEP55-7;171;186;290;256
EXP3;CEP55-7;174;194;565;776
EXP3;CEP55-7;203;224;1443;437
EXP3;CEP55-7;218;249;646;425
EXP3;CEP55-7;229;245;1115;4
EXP3;CEP55-6;45;76;290;372
EXP3;CEP55-6;45;116;460;505
EXP3;CEP55-6;47;102;823;296
EXP3;CEP55-6;104;168;1120;717
EXP3;CEP55-6;113;157;1414;805
EXP3;CEP55-6;182;233;761;261
EXP3;CEP55-6;183;280;978;266
EXP3;CEP55-6;183;206;333;692
EXP3;CEP55-6;186;227;130;1028
EXP3;CEP55-6;196;219;105;253
EXP3;CEP55-6;216;236;347;294
EXP3;CEP55-6;227;243;558;852
EXP3;CEP55-6;248;263;973;1092
EXP3;CEP55-5;67;106;1109;734
EXP3;CEP55-5;67;117;1441;504
EXP3;CEP55-5;72;134;1016;599
EXP3;CEP55-5;87;193;254;203
EXP3;CEP55-5;105;158;1342;115
EXP3;CEP55-5;113;123;769;634
EXP3;CEP55-5;124;180;1506;247
EXP3;CEP55-5;127;185;1241;110
EXP3;CEP55-5;131;149;634;725
EXP3;CEP55-5;192;264;348;714
EXP3;CEP55-5;210;280;247;931
EXP3;CEP55-4;11;64;536;853
EXP3;CEP55-4;19;59;334;757
EXP3;CEP55-4;11;45;1101;720
EXP3;CEP55-4;35;89;950;770
EXP3;CEP55-4;62;79;729;287
EXP3;CEP55-4;71;127;501;174
EXP3;CEP55-4;85;153;76;303
EXP3;CEP55-4;94;132;224;360
EXP3;CEP55-4;120;218;1253;305
EXP3;CEP55-4;124;210;1326;541
EXP3;CEP55-4;153;207;1259;793
EXP3;CEP55-4;156;191;1065;939
EXP3;CEP55-4;161;218;159;673
EXP3;CEP55-4;180;228;996;714
EXP3;CEP55-4;185;226;645;346
EXP3;CEP55-4;187;215;571;179
EXP3;CEP55-4;213;245;301;367
EXP3;CEP55-4;212;246;1448;260
EXP3;CEP55-3;49;91;346;445
EXP3;CEP55-3;145;173;955;233
EXP3;CEP55-3;158;190;658;564
EXP3;CEP55-3;186;240;333;434
EXP3;CEP55-3;196;234;522;772
EXP3;CEP55-2;39;170;556;267
EXP3;CEP55-2;93;105;1534;436
EXP3;CEP55-2;135;176;350;825
EXP3;CEP55-2;164;253;184;185
EXP3;CEP55-2;197;228;500;330
EXP3;CEP55-2;203;245;437;135
EXP3;CEP55-2;235;275;996;514
EXP3;CEP55-2;257;277;914;1017
EXP3;CEP55-1;3;58;1499;155
EXP3;CEP55-1;10;80;279;1008
EXP3;CEP55-1;17;43;1020;1082
EXP3;CEP55-1;17;149;930;68
EXP3;CEP55-1;25;60;181;103
EXP3;CEP55-1;40;95;1170;763
EXP3;CEP55-1;42;120;218;309
EXP3;CEP55-1;44;108;672;983
EXP3;CEP55-1;157;184;910;491
EXP3;CEP55-1;168;184;59;537
EXP3;CEP55-1;179;229;364;89
EXP3;CEP55-1;183;205;573;918
EXP3;CEP55-1;183;210;110;215
EXP3;CEP55-1;239;253;1428;936
EXP3;CEP55-1;26;105;218;289
